genes,MAPPED_genes,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
ENSG00000188243,COMMD6,-6.04E-03,-4.03E-02,2.83E-02,4.84,-3.46E-01,7.30E-01,9.16E-01,-6.52136
ENSG00000140470,ADAMTS17,-8.52E-03,-5.69E-02,3.99E-02,2.834,-3.46E-01,7.30E-01,9.16E-01,-6.11866
ENSG00000140497,SCAMP2,6.16E-03,-2.89E-02,4.12E-02,2.954,3.45E-01,7.30E-01,9.16E-01,-6.14908
ENSG00000134186,PRPF38B,5.86E-03,-2.75E-02,3.92E-02,4.703,3.45E-01,7.30E-01,9.16E-01,-6.5058
ENSG00000136243,NUPL2,5.13E-03,-2.41E-02,3.43E-02,4.878,3.45E-01,7.30E-01,9.16E-01,-6.52718
ENSG00000268220,.,-4.73E-03,-3.17E-02,2.22E-02,4.137,-3.45E-01,7.30E-01,9.16E-01,-6.40604
ENSG00000235026,.,-7.83E-03,-5.24E-02,3.68E-02,2.438,-3.45E-01,7.30E-01,9.16E-01,-6.04603
ENSG00000171206,TRIM8,4.48E-03,-2.10E-02,3.00E-02,5.255,3.45E-01,7.30E-01,9.16E-01,-6.5775
ENSG00000025800,KPNA6,-3.50E-03,-2.35E-02,1.65E-02,6.905,-3.45E-01,7.31E-01,9.16E-01,-6.72831
ENSG00000120137,PANK3,3.44E-03,-1.62E-02,2.31E-02,8.224,3.45E-01,7.31E-01,9.16E-01,-6.78441
ENSG00000136848,DAB2IP,-4.73E-03,-3.17E-02,2.22E-02,5.653,-3.45E-01,7.31E-01,9.16E-01,-6.62345
ENSG00000126953,TIMM8A,6.66E-03,-3.13E-02,4.46E-02,2.766,3.44E-01,7.31E-01,9.16E-01,-6.10569
ENSG00000005981,ASB4,1.57E-02,-7.39E-02,1.05E-01,1.701,3.44E-01,7.31E-01,9.16E-01,-5.86537
ENSG00000111237,VPS29,-5.36E-03,-3.59E-02,2.52E-02,5.584,-3.44E-01,7.31E-01,9.16E-01,-6.62027
ENSG00000117016,RIMS3,-5.06E-03,-3.39E-02,2.38E-02,9.025,-3.44E-01,7.31E-01,9.16E-01,-6.80713
ENSG00000127948,POR,-5.23E-03,-3.51E-02,2.46E-02,4.353,-3.44E-01,7.31E-01,9.16E-01,-6.44035
ENSG00000243649,CFB,1.69E-02,-7.94E-02,1.13E-01,7.63E-01,3.44E-01,7.31E-01,9.16E-01,-5.66022
ENSG00000180008,SOCS4,3.48E-03,-1.64E-02,2.34E-02,6.168,3.44E-01,7.31E-01,9.16E-01,-6.68068
ENSG00000131724,IL13RA1,7.96E-03,-3.75E-02,5.34E-02,4.57,3.44E-01,7.31E-01,9.16E-01,-6.48563
ENSG00000198157,HMGN5,-1.44E-02,-9.69E-02,6.80E-02,2.1,-3.44E-01,7.31E-01,9.16E-01,-5.96155
ENSG00000063601,MTMR1,-3.85E-03,-2.59E-02,1.82E-02,5.3,-3.43E-01,7.32E-01,9.16E-01,-6.58748
ENSG00000157538,DSCR3,-3.51E-03,-2.36E-02,1.66E-02,5.294,-3.43E-01,7.32E-01,9.16E-01,-6.58602
ENSG00000132359,RAP1GAP2,-5.80E-03,-3.90E-02,2.74E-02,6.816,-3.43E-01,7.32E-01,9.16E-01,-6.721
ENSG00000119446,RBM18,4.36E-03,-2.06E-02,2.93E-02,5.758,3.43E-01,7.32E-01,9.16E-01,-6.63752
ENSG00000136866,ZFP37,7.84E-03,-3.70E-02,5.27E-02,4.158,3.43E-01,7.32E-01,9.16E-01,-6.41164
ENSG00000112081,SRSF3,-5.58E-03,-3.75E-02,2.64E-02,6.848,-3.43E-01,7.32E-01,9.17E-01,-6.72574
ENSG00000180914,OXTR,-2.17E-02,-1.46E-01,1.03E-01,2.543,-3.43E-01,7.32E-01,9.17E-01,-6.06243
ENSG00000125817,CENPB,-6.37E-03,-4.29E-02,3.01E-02,5.803,-3.43E-01,7.32E-01,9.17E-01,-6.64452
ENSG00000145675,PIK3R1,-3.40E-03,-2.29E-02,1.61E-02,9.116,-3.42E-01,7.32E-01,9.17E-01,-6.81122
ENSG00000173611,SCAI,4.21E-03,-2.00E-02,2.84E-02,5.852,3.42E-01,7.33E-01,9.17E-01,-6.64865
ENSG00000181817,LSM10,1.10E-02,-5.21E-02,7.40E-02,1.368,3.42E-01,7.33E-01,9.17E-01,-5.7875
ENSG00000143891,GALM,1.24E-02,-5.89E-02,8.37E-02,2.393,3.42E-01,7.33E-01,9.17E-01,-6.018
ENSG00000106537,TSPAN13,5.96E-03,-2.83E-02,4.02E-02,6.588,3.42E-01,7.33E-01,9.17E-01,-6.70436
ENSG00000213347,MXD3,1.39E-02,-6.63E-02,9.41E-02,3.85E-01,3.41E-01,7.33E-01,9.17E-01,-5.57825
ENSG00000152256,PDK1,-6.79E-03,-4.59E-02,3.23E-02,4.525,-3.41E-01,7.33E-01,9.17E-01,-6.47746
ENSG00000007001,UPP2,-1.06E-02,-7.16E-02,5.04E-02,1.931,-3.41E-01,7.33E-01,9.17E-01,-5.9018
ENSG00000188629,ZNF177;ZNF559-ZNF177,-7.55E-03,-5.11E-02,3.60E-02,3.839,-3.41E-01,7.33E-01,9.17E-01,-6.34115
ENSG00000118507,AKAP7,-5.18E-03,-3.50E-02,2.46E-02,5.467,-3.41E-01,7.33E-01,9.17E-01,-6.60997
ENSG00000185344,ATP6V0A2,4.45E-03,-2.12E-02,3.01E-02,4.873,3.41E-01,7.33E-01,9.17E-01,-6.53206
ENSG00000099860,GADD45B,-1.60E-02,-1.08E-01,7.63E-02,4.128,-3.41E-01,7.33E-01,9.17E-01,-6.40863
ENSG00000111144,LTA4H,3.79E-03,-1.81E-02,2.57E-02,5.427,3.41E-01,7.33E-01,9.17E-01,-6.60307
ENSG00000241685,ARPC1A,-3.42E-03,-2.32E-02,1.63E-02,5.956,-3.41E-01,7.33E-01,9.17E-01,-6.65538
ENSG00000088448,ANKRD10,4.51E-03,-2.15E-02,3.05E-02,5.96,3.41E-01,7.34E-01,9.17E-01,-6.66171
ENSG00000112893,MAN2A1,-6.36E-03,-4.30E-02,3.03E-02,7.968,-3.41E-01,7.34E-01,9.17E-01,-6.77688
ENSG00000105778,AVL9,2.73E-03,-1.30E-02,1.85E-02,7.351,3.41E-01,7.34E-01,9.17E-01,-6.75203
ENSG00000254595,.,1.34E-02,-6.40E-02,9.08E-02,3.56E-01,3.41E-01,7.34E-01,9.17E-01,-5.58703
ENSG00000092529,CAPN3,-1.07E-02,-7.25E-02,5.11E-02,3.182,-3.40E-01,7.34E-01,9.17E-01,-6.21251
ENSG00000117305,HMGCL,4.85E-03,-2.31E-02,3.28E-02,4.083,3.40E-01,7.34E-01,9.17E-01,-6.3969
ENSG00000205885,C1RL-AS1,-1.21E-02,-8.17E-02,5.76E-02,1.002,-3.40E-01,7.34E-01,9.17E-01,-5.7017
ENSG00000089250,NOS1,8.27E-03,-3.95E-02,5.60E-02,4.311,3.40E-01,7.34E-01,9.17E-01,-6.43377
ENSG00000154277,UCHL1,-5.93E-03,-4.02E-02,2.83E-02,9.201,-3.40E-01,7.34E-01,9.17E-01,-6.81234
ENSG00000109323,MANBA,4.23E-03,-2.02E-02,2.87E-02,5.122,3.40E-01,7.34E-01,9.17E-01,-6.5644
ENSG00000122642,FKBP9,-5.56E-03,-3.77E-02,2.66E-02,5.288,-3.40E-01,7.34E-01,9.17E-01,-6.5848
ENSG00000099977,DDT,-8.46E-03,-5.74E-02,4.05E-02,3.075,-3.40E-01,7.34E-01,9.17E-01,-6.18606
ENSG00000146592,CREB5,8.38E-03,-4.01E-02,5.68E-02,4.653,3.40E-01,7.34E-01,9.18E-01,-6.49856
ENSG00000066135,KDM4A,-3.75E-03,-2.55E-02,1.80E-02,5.381,-3.40E-01,7.34E-01,9.18E-01,-6.59649
ENSG00000204271,SPIN3,4.92E-03,-2.35E-02,3.34E-02,3.449,3.40E-01,7.34E-01,9.18E-01,-6.26362
ENSG00000012817,KDM5D,-1.06E-02,-7.19E-02,5.07E-02,2.689,-3.39E-01,7.35E-01,9.18E-01,-6.45965
ENSG00000143742,SRP9,-4.10E-03,-2.79E-02,1.97E-02,7.828,-3.39E-01,7.35E-01,9.18E-01,-6.77186
ENSG00000087077,TRIP6,7.45E-03,-3.57E-02,5.07E-02,3.47,3.39E-01,7.35E-01,9.18E-01,-6.27522
ENSG00000119509,INVS,3.76E-03,-1.80E-02,2.55E-02,4.605,3.39E-01,7.35E-01,9.18E-01,-6.48448
ENSG00000187630,DHRS4L2,-1.10E-02,-7.49E-02,5.29E-02,1.869,-3.39E-01,7.35E-01,9.18E-01,-5.9031
ENSG00000140632,GLYR1,-2.97E-03,-2.02E-02,1.43E-02,6.038,-3.39E-01,7.35E-01,9.18E-01,-6.66455
ENSG00000226419,.,-8.66E-03,-5.89E-02,4.16E-02,1.64,-3.39E-01,7.35E-01,9.18E-01,-5.83649
ENSG00000139218,SCAF11,3.10E-03,-1.49E-02,2.11E-02,6.61,3.39E-01,7.35E-01,9.18E-01,-6.71407
ENSG00000134698,EIF2C4,3.77E-03,-1.81E-02,2.57E-02,5.348,3.38E-01,7.35E-01,9.18E-01,-6.59666
ENSG00000002586,CD99,9.12E-03,-4.38E-02,6.21E-02,3.279,3.38E-01,7.35E-01,9.18E-01,-6.24568
ENSG00000104228,TRIM35,4.72E-03,-2.27E-02,3.22E-02,4.984,3.38E-01,7.35E-01,9.18E-01,-6.54468
ENSG00000155363,MOV10,-8.02E-03,-5.46E-02,3.86E-02,2.405,-3.38E-01,7.35E-01,9.18E-01,-6.01997
ENSG00000136938,ANP32B,-1.12E-02,-7.59E-02,5.36E-02,1.291,-3.38E-01,7.35E-01,9.18E-01,-5.77672
ENSG00000104164,BLOC1S6,-4.25E-03,-2.89E-02,2.04E-02,7.885,-3.38E-01,7.35E-01,9.18E-01,-6.77502
ENSG00000128595,CALU,-3.98E-03,-2.71E-02,1.91E-02,5.855,-3.38E-01,7.35E-01,9.18E-01,-6.6523
ENSG00000262155,.,1.08E-02,-5.19E-02,7.34E-02,1.036,3.38E-01,7.36E-01,9.18E-01,-5.70542
ENSG00000130224,LRCH2,4.71E-03,-2.27E-02,3.21E-02,5.063,3.38E-01,7.36E-01,9.18E-01,-6.5603
ENSG00000067560,RHOA,-3.66E-03,-2.50E-02,1.76E-02,7.321,-3.38E-01,7.36E-01,9.18E-01,-6.75177
ENSG00000102837,OLFM4,1.98E-02,-9.55E-02,1.35E-01,9.52E-01,3.38E-01,7.36E-01,9.18E-01,-5.70215
ENSG00000120685,PROSER1,5.03E-03,-2.42E-02,3.43E-02,4.05,3.38E-01,7.36E-01,9.18E-01,-6.3888
ENSG00000186871,ERCC6L,-1.23E-02,-8.42E-02,5.95E-02,6.04E-01,-3.37E-01,7.36E-01,9.18E-01,-5.63004
ENSG00000205133,TRIQK,-3.97E-03,-2.71E-02,1.92E-02,5.079,-3.37E-01,7.36E-01,9.18E-01,-6.56154
ENSG00000266369,.,1.45E-02,-6.98E-02,9.87E-02,4.91E-01,3.37E-01,7.36E-01,9.18E-01,-5.60228
ENSG00000130299,GTPBP3,7.03E-03,-3.39E-02,4.80E-02,2.675,3.37E-01,7.36E-01,9.18E-01,-6.088
ENSG00000108559,NUP88,4.46E-03,-2.16E-02,3.05E-02,4.866,3.37E-01,7.36E-01,9.18E-01,-6.5284
ENSG00000133863,TEX15,8.69E-03,-4.20E-02,5.94E-02,3.256,3.37E-01,7.36E-01,9.18E-01,-6.22076
ENSG00000110756,HPS5,-4.06E-03,-2.77E-02,1.96E-02,5.51,-3.37E-01,7.37E-01,9.19E-01,-6.61676
ENSG00000005844,ITGAL,-1.48E-02,-1.02E-01,7.19E-02,3.96E-01,-3.36E-01,7.37E-01,9.19E-01,-5.60467
ENSG00000055147,FAM114A2,5.74E-03,-2.78E-02,3.93E-02,4.589,3.36E-01,7.37E-01,9.19E-01,-6.48807
ENSG00000061676,NCKAP1,-3.45E-03,-2.36E-02,1.67E-02,9.438,-3.36E-01,7.37E-01,9.19E-01,-6.82125
ENSG00000165091,TMC1,1.46E-02,-7.09E-02,1.00E-01,3.53E-01,3.36E-01,7.37E-01,9.19E-01,-5.57625
ENSG00000138036,DYNC2LI1,5.00E-03,-2.42E-02,3.42E-02,5.095,3.36E-01,7.37E-01,9.19E-01,-6.56417
ENSG00000186399,GOLGA8R,1.05E-02,-5.09E-02,7.19E-02,1.526,3.36E-01,7.37E-01,9.19E-01,-5.81442
